,RMS,M,ADIm1,ADIm2,ADIm3,ADIm4,ADIm5,ADIm6,ADIm7,ADIm8,ADIm9,ADIm10,ADIm11,
0,1.0728683440285551,1.0915383323362315,0.3042911969933322,-0.2724865124992262,-0.3512468597734175,-0.3825242695846054,-0.7500268382046689,-0.11921326434493464,0.04048841683108379,-0.8202640382566929,-1.3469837114019456,-1.411314067857623,-1.5775436363129396,1
1,1.083936345210007,1.0932647002381661,0.1483705827004671,-0.2229674175134839,-0.45490548938640446,0.213315262424153,-0.5341985581575719,-0.0575880076469479,-0.3098117486188885,-0.9285690794037499,-1.4780191620582233,-1.5050712725520403,-1.8383315606356199,1
2,1.0841485534894477,1.0965886519127472,0.41034116662764536,0.02692079055893389,-0.36545076677872385,0.255985997385492,-0.17034919693801498,0.11840741257834668,-0.09407802617016045,-0.7608731938203582,-1.7418723538317478,-1.9365575244283617,-2.001350799166149,1
3,1.1688953276467862,1.124790058217134,-0.108837563652328,-0.527461071075682,-0.8652942322810397,0.11682049412016483,-0.723641543470295,-0.498731630075758,-1.0254768420831217,-1.6223547412936472,-2.117899344682976,-2.105917768685274,-2.6045252953348066,1
4,1.0946433990185016,1.101882137686786,0.47097337557158686,-0.4020719832162958,-0.7052569672553003,0.09245626484648782,-0.5216657143317218,-0.32816045522568127,-0.2864920851604906,-0.9857800539694438,-1.641664543780156,-1.8454276726996806,-2.278601876292415,1
5,1.0926071787903702,1.10528016275872,-0.5052371728717996,-1.2130356567237452,-0.9397964201281946,-0.07632542278754005,-0.1814666348577954,-0.08897598996320968,-0.14615740939035568,-0.5692170635129519,-1.4002414506203948,-1.5272354812224096,-1.861333063595394,1
6,1.099775790379993,1.1114817652992102,-0.5489209653702813,-0.8191994201361262,-0.9025962383959351,0.22364567212548797,0.11324489090095763,0.1868157248384813,0.020493459946750198,-0.8699339960484994,-1.755689742685045,-2.0706654505702407,-2.1936318309938234,1
7,1.1094385795908959,1.0997138500780848,-0.3721542361956252,-0.8638457975380623,-1.1166704048689817,-0.1384535856044998,0.08506005601941405,-0.14242328438166363,-0.6322272669356886,-1.5948145301961192,-2.1524773036397087,-2.0905162875484167,-2.1765853055963014,1
8,1.2000569801368919,1.1232435704110995,-0.55241059474163,-1.0367213460420883,-0.9308365164426041,0.11557801991428836,0.2663936930680734,0.028704857412608337,-0.602788081833072,-1.192180913668596,-2.247474818272565,-2.5371781467467134,-2.5698310164254727,1
9,1.1212350750006326,1.1094259676673885,-0.6138666626790811,-1.1405650449310443,-1.6846575473613852,-0.13818224836953433,0.06134975447229608,0.2542060914434533,-0.09482126052636916,-0.8930103801575155,-2.1831851088710454,-2.5635716155869206,-2.367279573503121,1
